regulator_symbol	regulator_id	target_symbol	2target_id	database	evidence	confidence
E2F2	1870	GTF2E1	22960	tred	Experimental	High
E2F2	1870	HERC2P2	2400322	tred	Experimental	High
E2F2	1870	HESX1	28820	tred	Experimental	High
E2F2	1870	HIST1H2BL	28340	tred	Experimental	High
E2F2	1870	HIST2H2AA3	28337	tred	Experimental	High
E2F2	1870	HIST2H4A	28370	tred	Experimental	High
E2F2	1870	IL17RD	254756	tred	Experimental	High
E2F2	1870	IQCK	2124152	tred	Experimental	High
E2F2	1870	KCNC4	23749	tred	Experimental	High
E2F2	1870	KCNG4	293107	tred	Experimental	High
E2F2	1870	KIAA0586	29786	tred	Experimental	High
E2F2	1870	KIAA1274	227143	tred	Experimental	High
E2F2	1870	KRT18P55	2284085	tred	Experimental	High
E2F2	1870	KRT82	23888	tred	Experimental	High
E2F2	1870	LBR	23930	tred	Experimental	High
E2F2	1870	LINGO2	2158038	tred	Experimental	High
E2F2	1870	LOC283392	2283392	tred	Experimental	High
E2F2	1870	LOC284889	2284889	tred	Experimental	High
E2F2	1870	LOC51145	251145	tred	Experimental	High
E2F2	1870	LOC80054	280054	tred	Experimental	High
E2F2	1870	LPGAT1	29926	tred	Experimental	High
E2F2	1870	LRP3	24037	tred	Experimental	High
E2F2	1870	LRSAM1	290678	tred	Experimental	High
E2F2	1870	LYPLAL1	2127018	tred	Experimental	High
E2F2	1870	MAGOH	24116	tred	Experimental	High
E2F2	1870	MAPRE1	222919	tred	Experimental	High
E2F2	1870	MBD5	255777	tred	Experimental	High
E2F2	1870	MED17	29440	tred	Experimental	High
E2F2	1870	MEMO1	251072	tred	Experimental	High
E2F2	1870	MFSD10	210227	tred	Experimental	High
E2F2	1870	MFSD6L	2162387	tred	Experimental	High
E2F2	1870	MKX	2283078	tred	Experimental	High
E2F2	1870	MOB3B	279817	tred	Experimental	High
E2F2	1870	MOSPD3	264598	tred	Experimental	High
E2F2	1870	MPST	24357	tred	Experimental	High
E2F2	1870	MRPL3	211222	tred	Experimental	High
E2F2	1870	MRPS6	264968	tred	Experimental	High
E2F2	1870	MUT	24594	tred	Experimental	High
E2F2	1870	MXI1	24601	tred	Experimental	High
E2F2	1870	MYL12A	210627	tred	Experimental	High
E2F2	1870	N4BP1	29683	tred	Experimental	High
E2F2	1870	NAIP	24671	tred	Experimental	High
E2F2	1870	NDUFA7	24701	tred	Experimental	High
E2F2	1870	NDUFAB1	24706	tred	Experimental	High
E2F2	1870	NEK2	24751	tred	Experimental	High
E2F2	1870	NIP7	251388	tred	Experimental	High
E2F2	1870	NOL9	279707	tred	Experimental	High
E2F2	1870	NOP14	28602	tred	Experimental	High
E2F2	1870	NPEPL1	279716	tred	Experimental	High
E2F2	1870	NT5DC3	251559	tred	Experimental	High
E2F2	1870	OAS2	24939	tred	Experimental	High
E2F2	1870	OAT	24942	tred	Experimental	High
E2F2	1870	P2RY2	25029	tred	Experimental	High
E2F2	1870	PALB2	279728	tred	Experimental	High
E2F2	1870	PAPPA	25069	tred	Experimental	High
E2F2	1870	PCOLCE	25118	tred	Experimental	High
E2F2	1870	PDC	25132	tred	Experimental	High
E2F2	1870	PEF1	2553115	tred	Experimental	High
E2F2	1870	PFDN5	25204	tred	Experimental	High
E2F2	1870	PHLDB1	223187	tred	Experimental	High
E2F2	1870	PIK3R5	223533	tred	Experimental	High
E2F2	1870	PITX2	25308	tred	Experimental	High
E2F2	1870	PKD1L1	2168507	tred	Experimental	High
E2F2	1870	PLAU	25328	tred	Experimental	High
E2F2	1870	PLAUR	25329	tred	Experimental	High
E2F2	1870	POLE2	25427	tred	Experimental	High
E2F2	1870	POLR3A	211128	tred	Experimental	High
E2F2	1870	PPM1J	2333926	tred	Experimental	High
E2F2	1870	PPP1R3E	290673	tred	Experimental	High
E2F2	1870	PRDM1	2639	tred	Experimental	High
E2F2	1870	PRKACA	25566	tred	Experimental	High
E2F2	1870	PROKR1	210887	tred	Experimental	High
E2F2	1870	PTGS2	25743	tred	Experimental	High
E2F2	1870	PURB	25814	tred	Experimental	High
E2F2	1870	RAP1GAP	25909	tred	Experimental	High
E2F2	1870	RDH16	28608	tred	Experimental	High
E2F2	1870	RPS6KB1	26198	tred	Experimental	High
E2F2	1870	RTN4	257142	tred	Experimental	High
E2F2	1870	RTP1	2132112	tred	Experimental	High
E2F2	1870	RTP4	264108	tred	Experimental	High
E2F2	1870	SCML1	26322	tred	Experimental	High
E2F2	1870	SCYL2	255681	tred	Experimental	High
E2F2	1870	SERPINE1	25054	tred	Experimental	High
E2F2	1870	SGK223	2157285	tred	Experimental	High
E2F2	1870	SLC15A1	26564	tred	Experimental	High
E2F2	1870	SLC2A13	2114134	tred	Experimental	High
E2F2	1870	SLC2A3	26515	tred	Experimental	High
E2F2	1870	SNTB2	26645	tred	Experimental	High
E2F2	1870	SNX19P2	2400094	tred	Experimental	High
E2F2	1870	SOHLH2	254937	tred	Experimental	High
E2F2	1870	SSFA2	26744	tred	Experimental	High
E2F2	1870	SSR4	26748	tred	Experimental	High
E2F2	1870	SSTR1	26751	tred	Experimental	High
E2F2	1870	ST6GAL1	26480	tred	Experimental	High
E2F2	1870	STXBP1	26812	tred	Experimental	High
E2F2	1870	STXBP5L	29515	tred	Experimental	High
E2F2	1870	SUZ12	223512	tred	Experimental	High
E2F2	1870	TAF11	26882	tred	Experimental	High
E2F2	1870	TAF1C	29013	tred	Experimental	High
E2F2	1870	TAF5L	227097	tred	Experimental	High
E2F2	1870	TGFB2	27042	tred	Experimental	High
E2F2	1870	TH	27054	tred	Experimental	High
E2F2	1870	TIGD3	2220359	tred	Experimental	High
E2F2	1870	TMED4	2222068	tred	Experimental	High
E2F2	1870	TMUB2	279089	tred	Experimental	High
E2F2	1870	TNFRSF10A	28797	tred	Experimental	High
E2F2	1870	TNFRSF10D	28793	tred	Experimental	High
E2F2	1870	TNS3	264759	tred	Experimental	High
E2F2	1870	TP73	27161	tred	Experimental	High
E2F2	1870	TRAPPC4	251399	tred	Experimental	High
E2F2	1870	TRMT12	255039	tred	Experimental	High
E2F2	1870	TRPM2	27226	tred	Experimental	High
E2F2	1870	TSPY2	264591	tred	Experimental	High
E2F2	1870	TUBA4A	27277	tred	Experimental	High
E2F2	1870	UBL7	284993	tred	Experimental	High
E2F2	1870	UBP1	27342	tred	Experimental	High
E2F2	1870	USP1	27398	tred	Experimental	High
E2F2	1870	UTRN	27402	tred	Experimental	High
E2F2	1870	VMP1	281671	tred	Experimental	High
E2F2	1870	VPS11	255823	tred	Experimental	High
E2F2	1870	VPS4A	227183	tred	Experimental	High
E2F2	1870	YIPF1	254432	tred	Experimental	High
E2F2	1870	ZCCHC8	255596	tred	Experimental	High
E2F2	1870	ZFC3H1	2196441	tred	Experimental	High
E2F2	1870	ZNF292	223036	tred	Experimental	High
E2F2	1870	ZNF543	2125919	tred	Experimental	High
E2F2	1870	ZNF614	280110	tred	Experimental	High
E2F2	1870	ZNF616	290317	tred	Experimental	High
E2F2	1870	CCNA1	28900	kegg	Experimental	High
E2F2	1870	CCNA2	2890	kegg	Experimental	High
E2F3	1871	hsa-miR-195	2MIMAT0000461	transmir	Experimental	High
E2F3	1871	hsa-miR-16	2MIMAT0000069	transmir	Experimental	High
E2F3	1871	hsa-miR-15b	2MIMAT0000417	transmir	Experimental	High
E2F3	1871	BECN1	28678	tred	Experimental	High
E2F3	1871	CCNE1	2898	kegg	Experimental	High
E2F3	1871	CCNE2	29134	kegg	Experimental	High
E2F3	1871	CDC45	28318	tred	Experimental	High
E2F3	1871	PLAU	25328	tred	Experimental	High
E2F3	1871	PLAUR	25329	tred	Experimental	High
E2F3	1871	CCNA1	28900	kegg	Experimental	High
E2F3	1871	CCNA2	2890	hprd,kegg	Experimental	High
E2F3	1871	CDK2	21017	kegg	Experimental	High
E2F3	1871	RB1	25925	hprd,kegg	Experimental	High
E2F3	1871	SERPINE1	25054	tred	Experimental	High
E2F3	1871	SNX19P2	2400094	tred	Experimental	High
E2F3	1871	SUZ12	223512	tred	Experimental	High
E2F3	1871	TP73	27161	tred	Experimental	High
E2F3	1871	hsa-miR-34a	2MIMAT0000255	transmir	Experimental	High
E2F3	1871	hsa-miR-15a	2MIMAT0000068	transmir	Experimental	High
E2F3	1871	hsa-miR-106b	2MIMAT0000680	transmir	Experimental	High
E2F4	1874	TBL2	226608	tred	Experimental	High
E2F4	1874	TEAD4	27004	tred	Experimental	High
E2F4	1874	TERT	27015	tred	Experimental	High
E2F4	1874	TFAM	27019	tred	Experimental	High
E2F4	1874	TFAP2C	27022	tred	Experimental	High
E2F4	1874	TFRC	27037	tred	Experimental	High
E2F4	1874	THOP1	27064	tred	Experimental	High
E2F4	1874	TK1	27083	tred	Experimental	High
E2F4	1874	TOP1	27150	tred	Experimental	High
E2F4	1874	TOP2A	27153	tred	Experimental	High
E2F4	1874	TP53	27157	tred	Experimental	High
E2F4	1874	TP73	27161	tred	Experimental	High
E2F4	1874	TRAF2	27186	tred	Experimental	High
E2F4	1874	TRIB3	257761	tred	Experimental	High
E2F4	1874	TSNAX	27257	tred	Experimental	High
E2F4	1874	TSPY2	264591	tred	Experimental	High
E2F4	1874	TTK	27272	tred	Experimental	High
E2F4	1874	TYMS	27298	tred	Experimental	High
E2F4	1874	UMPS	27372	tred	Experimental	High
E2F4	1874	USP25	229761	tred	Experimental	High
E2F4	1874	VARS2	257176	tred	Experimental	High
E2F4	1874	VCP	27415	tred	Experimental	High
E2F4	1874	VHL	27428	tred	Experimental	High
E2F4	1874	VPS4A	227183	tred	Experimental	High
E2F4	1874	WEE1	27465	tred	Experimental	High
E2F4	1874	XCE	27497	tred	Experimental	High
E2F4	1874	XRCC2	27516	tred	Experimental	High
E2F4	1874	YWHAH	27533	tred	Experimental	High
E2F4	1874	ZFP36L1	2677	tred	Experimental	High
E2F4	1874	ZNF224	27767	tred	Experimental	High
E2F4	1874	ZNF267	210308	tred	Experimental	High
E2F4	1874	ABCA1	219	tred	Experimental	High
E2F4	1874	ABCG1	29619	tred	Experimental	High
E2F4	1874	ACTA1	258	tred	Experimental	High
E2F4	1874	ACTG1	271	tred	Experimental	High
E2F4	1874	ACTR5	279913	tred	Experimental	High
E2F4	1874	ADARB1	2104	tred	Experimental	High
E2F4	1874	ADRBK2	2157	tred	Experimental	High
E2F4	1874	AKR7A2	28574	tred	Experimental	High
E2F4	1874	ALDH5A1	27915	tred	Experimental	High
E2F4	1874	ANLN	254443	tred	Experimental	High
E2F4	1874	APLN	28862	tred	Experimental	High
E2F4	1874	APRT	2353	tred	Experimental	High
E2F4	1874	ARHGDIG	2398	tred	Experimental	High
E2F4	1874	ATM	2472	tred	Experimental	High
E2F4	1874	ATN1	21822	tred	Experimental	High
E2F4	1874	AURKB	29212	tred	Experimental	High
E2F4	1874	BARD1	2580	tred	Experimental	High
E2F4	1874	BCL11A	253335	tred	Experimental	High
E2F4	1874	BECN1	28678	tred	Experimental	High
E2F4	1874	BIRC5	2332	tred	Experimental	High
E2F4	1874	BRCA1	2672	tred	Experimental	High
E2F4	1874	BUB3	29184	tred	Experimental	High
E2F4	1874	C16orf80	229105	tred	Experimental	High
E2F4	1874	C2orf18	254978	tred	Experimental	High
E2F4	1874	C6orf72	2116254	tred	Experimental	High
E2F4	1874	CALB2	2794	tred	Experimental	High
E2F4	1874	CALM1	2801	tred	Experimental	High
E2F4	1874	CALR	2811	tred	Experimental	High
E2F4	1874	CAV1	2857	tred	Experimental	High
E2F4	1874	CBS	2875	tred	Experimental	High
E2F4	1874	CCDC78	2124093	tred	Experimental	High
E2F4	1874	CCNA2	2890	tred	Experimental	High
E2F4	1874	CCND1	2595	tred	Experimental	High
E2F4	1874	CDC37L1	255664	tred	Experimental	High
E2F4	1874	CDC45	28318	tred	Experimental	High
E2F4	1874	CDH13	21012	tred	Experimental	High
E2F4	1874	CDK1	2983	tred	Experimental	High
E2F4	1874	CDK2	21017	tred	Experimental	High
E2F4	1874	RBL1	25933	hprd,kegg	Experimental	High
E2F4	1874	RBL2	25934	hprd,kegg	Experimental	High
E2F4	1874	SMAD2	24087	hprd,kegg	Experimental	High
E2F4	1874	SMAD3	24088	hprd,kegg	Experimental	High
E2F4	1874	SMAD4	24089	kegg	Experimental	High
E2F4	1874	SLC25A14	29016	tred	Experimental	High
E2F4	1874	SLC3A2	26520	tred	Experimental	High
E2F4	1874	SLC44A4	280736	tred	Experimental	High
E2F4	1874	SLC6A3	26531	tred	Experimental	High
E2F4	1874	SLCO4A1	228231	tred	Experimental	High
E2F4	1874	SMARCA4	26597	tred	Experimental	High
E2F4	1874	SMARCB1	26598	tred	Experimental	High
E2F4	1874	SMC2	210592	tred	Experimental	High
E2F4	1874	SNX19P2	2400094	tred	Experimental	High
E2F4	1874	SP1	26667	tred	Experimental	High
E2F4	1874	SPN	26693	tred	Experimental	High
E2F4	1874	SPO11	223626	tred	Experimental	High
E2F4	1874	SRPR	26734	tred	Experimental	High
E2F4	1874	SRRM2	223524	tred	Experimental	High
E2F4	1874	SRSF8	210929	tred	Experimental	High
E2F4	1874	SS18L1	226039	tred	Experimental	High
E2F4	1874	STAM	28027	tred	Experimental	High
E2F4	1874	SUPT4H1	26827	tred	Experimental	High
E2F4	1874	SUZ12	223512	tred	Experimental	High
E2F4	1874	SYNGR1	29145	tred	Experimental	High
E2F4	1874	RPS8	26202	tred	Experimental	High
E2F4	1874	RRM1	26240	tred	Experimental	High
E2F4	1874	S100A6	26277	tred	Experimental	High
E2F4	1874	SEPT5	25413	tred	Experimental	High
E2F4	1874	SFPQ	26421	tred	Experimental	High
E2F4	1874	SH3BGR	26450	tred	Experimental	High
E2F4	1874	SIRPA	2140885	tred	Experimental	High
E2F4	1874	SKP1	26500	tred	Experimental	High
E2F4	1874	SLC10A3	28273	tred	Experimental	High
E2F4	1874	SLC25A4	2291	tred	Experimental	High
E2F4	1874	CENPE	21062	tred	Experimental	High
E2F4	1874	CHEK1	21111	tred	Experimental	High
E2F4	1874	CIB2	210518	tred	Experimental	High
E2F4	1874	CKS1B	21163	tred	Experimental	High
E2F4	1874	CKS2	21164	tred	Experimental	High
E2F4	1874	COL4A1	21282	tred	Experimental	High
E2F4	1874	COL4A2	21284	tred	Experimental	High
E2F4	1874	COX7C	21350	tred	Experimental	High
E2F4	1874	CSE1L	21434	tred	Experimental	High
E2F4	1874	CSF1	21435	tred	Experimental	High
E2F4	1874	CSTF1	21477	tred	Experimental	High
E2F4	1874	CTH	21491	tred	Experimental	High
E2F4	1874	CUTC	251076	tred	Experimental	High
E2F4	1874	CYP1B1	21545	tred	Experimental	High
E2F4	1874	DBF4	210926	tred	Experimental	High
E2F4	1874	BACH1	2571	ucsc,tred	Experimental	High
E2F4	1874	BRD2	26046	ucsc,tred	Experimental	High
E2F4	1874	CBX5	223468	ucsc,tred	Experimental	High
E2F4	1874	CDC25A	2993	ucsc,tred	Experimental	High
E2F4	1874	CDC6	2990	ucsc,tred	Experimental	High
E2F4	1874	CREG1	28804	ucsc,tred	Experimental	High
E2F4	1874	DLEU1	210301	ucsc,tred	Experimental	High
E2F4	1874	E2F3	21871	ucsc,tred	Experimental	High
E2F4	1874	FAM173A	265990	ucsc,tred	Experimental	High
E2F4	1874	FPGT	28790	ucsc,tred	Experimental	High
E2F4	1874	GINS1	29837	ucsc,tred	Experimental	High
E2F4	1874	GLUD1	22746	ucsc,tred	Experimental	High
E2F4	1874	H2AFZ	23015	ucsc,tred	Experimental	High
E2F4	1874	HNRNPD	23184	ucsc,tred	Experimental	High
E2F4	1874	KDM6A	27403	ucsc,tred	Experimental	High
E2F4	1874	KRT19	23880	ucsc,tred	Experimental	High
E2F4	1874	MAP3K7	26885	ucsc,tred	Experimental	High
E2F4	1874	MCM3	24172	ucsc,tred	Experimental	High
E2F4	1874	MCM5	24174	ucsc,tred	Experimental	High
E2F4	1874	MCM6	24175	ucsc,tred	Experimental	High
E2F4	1874	METTL3	256339	ucsc,tred	Experimental	High
E2F4	1874	MYC	24609	tred,kegg	Experimental	High
E2F4	1874	MYCN	24613	ucsc,tred	Experimental	High
E2F4	1874	PCNA	25111	ucsc,tred	Experimental	High
E2F4	1874	POLA2	223649	ucsc,tred	Experimental	High
E2F4	1874	POLD2	25425	ucsc,tred	Experimental	High
E2F4	1874	RAD51	25888	ucsc,tred	Experimental	High
E2F4	1874	RB1	25925	ucsc,tred	Experimental	High
E2F4	1874	RBL1	25933	ucsc,tred	Experimental	High
E2F4	1874	RPS6	26194	ucsc,tred	Experimental	High
E2F4	1874	SAYSD1	255776	ucsc,tred	Experimental	High
E2F4	1874	SMC4	210051	ucsc,tred	Experimental	High
E2F4	1874	STMN1	23925	ucsc,tred	Experimental	High
E2F4	1874	SUV39H1	26839	ucsc,tred	Experimental	High
E2F4	1874	TMPO	27112	ucsc,tred	Experimental	High
E2F4	1874	UNG	27374	ucsc,tred	Experimental	High
E2F4	1874	DECR2	226063	tred	Experimental	High
E2F4	1874	DHFR	21719	tred	Experimental	High
E2F4	1874	DMRT1	21761	tred	Experimental	High
E2F4	1874	DPP4	21803	tred	Experimental	High
E2F4	1874	DRG1	24733	tred	Experimental	High
E2F4	1874	DUT	21854	tred	Experimental	High
E2F4	1874	E2F2	21870	tred	Experimental	High
E2F4	1874	EGR4	21961	tred	Experimental	High
E2F4	1874	EIF2B2	28892	tred	Experimental	High
E2F4	1874	EIF4H	27458	tred	Experimental	High
E2F4	1874	EXOSC9	25393	tred	Experimental	High
E2F4	1874	F3	22152	tred	Experimental	High
E2F4	1874	FAM210B	2116151	tred	Experimental	High
E2F4	1874	FANCC	22176	tred	Experimental	High
E2F4	1874	FDFT1	22222	tred	Experimental	High
E2F4	1874	FEN1	22237	tred	Experimental	High
E2F4	1874	FGF7	22252	tred	Experimental	High
E2F4	1874	FST	210468	tred	Experimental	High
E2F4	1874	G6PD	22539	tred	Experimental	High
E2F4	1874	GABPA	22551	tred	Experimental	High
E2F4	1874	GABRA5	22558	tred	Experimental	High
E2F4	1874	GADD45A	21647	tred	Experimental	High
E2F4	1874	GJB2	22706	tred	Experimental	High
E2F4	1874	GNAS	22778	tred	Experimental	High
E2F4	1874	GNPTG	284572	tred	Experimental	High
E2F4	1874	GPANK1	27918	tred	Experimental	High
E2F4	1874	GYPC	22995	tred	Experimental	High
E2F4	1874	HAGHL	284264	tred	Experimental	High
E2F4	1874	HIST2H2AA3	28337	tred	Experimental	High
E2F4	1874	HIST2H2AB	2317772	tred	Experimental	High
E2F4	1874	HIST2H2BE	28349	tred	Experimental	High
E2F4	1874	HLTF	26596	tred	Experimental	High
E2F4	1874	HMGB1	23146	tred	Experimental	High
E2F4	1874	HMGB3	23149	tred	Experimental	High
E2F4	1874	HMGN2	23151	tred	Experimental	High
E2F4	1874	HMMR	23161	tred	Experimental	High
E2F4	1874	HNF4A	23172	tred	Experimental	High
E2F4	1874	HPGD	23248	tred	Experimental	High
E2F4	1874	HRH3	211255	tred	Experimental	High
E2F4	1874	HSPD1	23329	tred	Experimental	High
E2F4	1874	HTRA1	25654	tred	Experimental	High
E2F4	1874	ID3	23399	tred	Experimental	High
E2F4	1874	IFNAR2	23455	tred	Experimental	High
E2F4	1874	IL2RA	23559	tred	Experimental	High
E2F4	1874	INSIG1	23638	tred	Experimental	High
E2F4	1874	ITGB3BP	223421	tred	Experimental	High
E2F4	1874	JUN	23725	tred	Experimental	High
E2F4	1874	KHDRBS1	210657	tred	Experimental	High
E2F4	1874	KIF22	23835	tred	Experimental	High
E2F4	1874	KIF4A	224137	tred	Experimental	High
E2F4	1874	KLF10	27071	tred	Experimental	High
E2F4	1874	KLHL21	29903	tred	Experimental	High
E2F4	1874	KLK3	2354	tred	Experimental	High
E2F4	1874	LGALS1	23956	tred	Experimental	High
E2F4	1874	LIME1	254923	tred	Experimental	High
E2F4	1874	MAD2L1	24085	tred	Experimental	High
E2F4	1874	MAPRE1	222919	tred	Experimental	High
E2F4	1874	MBP	24155	tred	Experimental	High
E2F4	1874	MCM8	284515	tred	Experimental	High
E2F4	1874	MED21	29412	tred	Experimental	High
E2F4	1874	MKI67	24288	tred	Experimental	High
E2F4	1874	MLH1	24292	tred	Experimental	High
E2F4	1874	MRPL12	26182	tred	Experimental	High
E2F4	1874	MRPS6	264968	tred	Experimental	High
E2F4	1874	MSH2	24436	tred	Experimental	High
E2F4	1874	MT3	24504	tred	Experimental	High
E2F4	1874	MTHFD1	24522	tred	Experimental	High
E2F4	1874	MYCL1	24610	tred	Experimental	High
E2F4	1874	MYT1	24661	tred	Experimental	High
E2F4	1874	NAP1L4	24676	tred	Experimental	High
E2F4	1874	NCL	24691	tred	Experimental	High
E2F4	1874	NCR2	29436	tred	Experimental	High
E2F4	1874	NDC80	210403	tred	Experimental	High
E2F4	1874	NEK2	24751	tred	Experimental	High
E2F4	1874	NFE2L1	24779	tred	Experimental	High
E2F4	1874	NFKB2	24791	tred	Experimental	High
E2F4	1874	NFYA	24800	tred	Experimental	High
E2F4	1874	NKTR	24820	tred	Experimental	High
E2F4	1874	NOL3	28996	tred	Experimental	High
E2F4	1874	NXT1	229107	tred	Experimental	High
E2F4	1874	OGFR	211054	tred	Experimental	High
E2F4	1874	ORC1	24998	tred	Experimental	High
E2F4	1874	OSR1	2130497	tred	Experimental	High
E2F4	1874	PARK7	211315	tred	Experimental	High
E2F4	1874	PCNT	25116	tred	Experimental	High
E2F4	1874	PDE9A	25152	tred	Experimental	High
E2F4	1874	PDXK	28566	tred	Experimental	High
E2F4	1874	PDXP	257026	tred	Experimental	High
E2F4	1874	PIGQ	29091	tred	Experimental	High
E2F4	1874	PIM2	211040	tred	Experimental	High
E2F4	1874	PKN2	25586	tred	Experimental	High
E2F4	1874	PLCG1	25335	tred	Experimental	High
E2F4	1874	PLK1	25347	tred	Experimental	High
E2F4	1874	PLSCR1	25359	tred	Experimental	High
E2F4	1874	PLSCR4	257088	tred	Experimental	High
E2F4	1874	POLD1	25424	tred	Experimental	High
E2F4	1874	POLE2	25427	tred	Experimental	High
E2F4	1874	POLR2D	25433	tred	Experimental	High
E2F4	1874	POLR2F	25435	tred	Experimental	High
E2F4	1874	POLR3D	2661	tred	Experimental	High
E2F4	1874	PPIA	25478	tred	Experimental	High
E2F4	1874	PPP1R3C	25507	tred	Experimental	High
E2F4	1874	PPP2R2B	25521	tred	Experimental	High
E2F4	1874	PRC1	29055	tred	Experimental	High
E2F4	1874	PRIM2	25558	tred	Experimental	High
E2F4	1874	PRKCSH	25589	tred	Experimental	High
E2F4	1874	PRKDC	25591	tred	Experimental	High
E2F4	1874	PRKG2	25593	tred	Experimental	High
E2F4	1874	PRNP	25621	tred	Experimental	High
E2F4	1874	PRPSAP1	25635	tred	Experimental	High
E2F4	1874	PSMA7	25688	tred	Experimental	High
E2F4	1874	PSMB8	25696	tred	Experimental	High
E2F4	1874	PTGS2	25743	tred	Experimental	High
E2F4	1874	PTTG1	29232	tred	Experimental	High
E2F4	1874	PWP2	25822	tred	Experimental	High
E2F4	1874	RABIF	25877	tred	Experimental	High
E2F4	1874	RAD54L	28438	tred	Experimental	High
E2F4	1874	REL	25966	tred	Experimental	High
E2F4	1874	RFC2	25982	tred	Experimental	High
E2F4	1874	RFC3	25983	tred	Experimental	High
E2F4	1874	RFC4	25984	tred	Experimental	High
E2F4	1874	RIPK2	28767	tred	Experimental	High
E2F4	1874	RPA3	26119	tred	Experimental	High
E2F4	1874	RPL23A	26147	tred	Experimental	High
E2F4	1874	RPS15	26209	tred	Experimental	High
E2F4	1874	RPS3A	26189	tred	Experimental	High
E2F4	1874	RPS4X	26191	tred	Experimental	High
E2F5	1875	SMAD2	24087	kegg	Experimental	High
E2F5	1875	SMAD3	24088	hprd,kegg	Experimental	High
E2F5	1875	SMAD4	24089	kegg	Experimental	High
E2F5	1875	MYC	24609	kegg	Experimental	High
E2F5	1875	RBL2	25934	hprd,kegg	Experimental	High
E2F5	1875	RBL1	25933	hprd,kegg	Experimental	High
E2F6	1876	BECN1	28678	tred	Experimental	High
E2F6	1876	SUZ12	223512	tred	Experimental	High
E2F6	1876	SNX19P2	2400094	tred	Experimental	High
EGFR	1956	hsa-miR-21	2MIMAT0000076	transmir	Experimental	High
EGR1	1958	AKR1B1	2231	tred	Experimental	High
EGR1	1958	TGFB1	27040	ensembl,tred	Experimental	High
EGR1	1958	SYN1	26853	ensembl,tred	Experimental	High
EGR1	1958	SOS1	26654	ensembl,tred	Experimental	High
EGR1	1958	PTP4A1	27803	ensembl,tred	Experimental	High
EGR1	1958	PSEN2	25664	ensembl,tred	Experimental	High
EGR1	1958	POR	25447	ensembl,tred	Experimental	High
EGR1	1958	PDGFB	25155	ucsc,tred	Experimental	High
EGR1	1958	PCSK2	25126	ucsc,tred	Experimental	High
EGR1	1958	IMPDH2	23615	ensembl,tred	Experimental	High
EGR1	1958	IL2RB	23560	ensembl,tred	Experimental	High
EGR1	1958	IGF2	23481	ucsc,tred	Experimental	High
EGR1	1958	FGFR3	22261	ensembl,tred	Experimental	High
EGR1	1958	ELK1	22002	ensembl,tred	Experimental	High
EGR1	1958	CTNNB1	21499	ensembl,tred	Experimental	High
EGR1	1958	CRABP2	21382	ensembl,tred	Experimental	High
EGR1	1958	CEBPB	21051	ensembl,tred	Experimental	High
EGR1	1958	CDK5	21020	ensembl,tred	Experimental	High
EGR1	1958	CD19	2930	ensembl,tred	Experimental	High
EGR1	1958	CAT	2847	ensembl,tred	Experimental	High
EGR1	1958	ATP2A2	2488	ensembl,tred	Experimental	High
EGR1	1958	ALOX5	2240	ensembl,tred	Experimental	High
EGR1	1958	ACHE	243	ensembl,tred	Experimental	High
EGR1	1958	ABCA2	220	ensembl,tred	Experimental	High
EGR1	1958	ABCB1	25243	tred	Experimental	High
EGR1	1958	ACE	21636	tred	Experimental	High
EGR1	1958	ANGPTL4	251129	tred	Experimental	High
EGR1	1958	ANKRD1	227063	tred	Experimental	High
EGR1	1958	APOA1	2335	tred	Experimental	High
EGR1	1958	AR	2367	tred	Experimental	High
EGR1	1958	AREG	2374	tred	Experimental	High
EGR1	1958	BAX	2581	tred	Experimental	High
EGR1	1958	BCL2	2596	tred	Experimental	High
EGR1	1958	CCKBR	2887	tred	Experimental	High
EGR1	1958	CCL5	26352	kegg	Experimental	High
EGR1	1958	CCND1	2595	tred	Experimental	High
EGR1	1958	CD28	2940	tred	Experimental	High
EGR1	1958	CD44	2960	tred	Experimental	High
EGR1	1958	CD69	2969	tred	Experimental	High
EGR1	1958	CD9	2928	tred	Experimental	High
EGR1	1958	CDH13	21012	tred	Experimental	High
EGR1	1958	CHGA	21113	tred	Experimental	High
EGR1	1958	CHRNA7	21139	tred	Experimental	High
EGR1	1958	CNTN1	21272	tred	Experimental	High
EGR1	1958	COL2A1	21280	tred	Experimental	High
EGR1	1958	DUSP4	21846	tred	Experimental	High
EGR1	1958	EGFR	21956	tred	Experimental	High
EGR1	1958	EPX	28288	tred	Experimental	High
EGR1	1958	F3	22152	tred	Experimental	High
EGR1	1958	FAS	2355	tred	Experimental	High
EGR1	1958	FASN	22194	tred	Experimental	High
EGR1	1958	FCER2	22208	tred	Experimental	High
EGR1	1958	FGF13	22258	tred	Experimental	High
EGR1	1958	FGF2	22247	tred	Experimental	High
EGR1	1958	FLT1	22321	tred	Experimental	High
EGR1	1958	FLT3	22322	tred	Experimental	High
EGR1	1958	FN1	22335	tred	Experimental	High
EGR1	1958	GCG	22641	tred	Experimental	High
EGR1	1958	GDF15	29518	tred	Experimental	High
EGR1	1958	GLYAT	210249	tred	Experimental	High
EGR1	1958	HSD11B2	23291	tred	Experimental	High
EGR1	1958	IFNG	23458	tred	Experimental	High
EGR1	1958	IL2	23558	tred	Experimental	High
EGR1	1958	IL6	23569	tred	Experimental	High
EGR1	1958	JUN	23725	tred	Experimental	High
